All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : atr_e5.fasta
SeqY filename        : gam_e4.fasta
SeqX name            : atr_e5
SeqY name            : gam_e4
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 26127597
Tot Hits (seeds) used: 26125602
Total fragments      : 153
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,279480,655222,279680,655422,f,0,201,534,163,0.66,0.81,0,0
Frag,279479,655219,279681,655421,f,0,203,538,165,0.66,0.81,0,0
Frag,279480,655218,279683,655421,f,0,204,542,166,0.66,0.81,0,0
Frag,279482,655218,279685,655421,f,0,204,542,166,0.66,0.81,0,0
Frag,279479,655213,279687,655421,f,0,209,554,170,0.66,0.81,0,0
Frag,279479,655211,279689,655421,f,0,211,554,171,0.66,0.81,0,0
Frag,279479,655209,279691,655421,f,0,213,562,173,0.66,0.81,0,0
Frag,279479,655207,279693,655421,f,0,215,570,175,0.66,0.81,0,0
Frag,279479,655205,279695,655421,f,0,217,570,176,0.66,0.81,0,0
Frag,279479,655203,279697,655421,f,0,219,594,180,0.68,0.82,0,0
Frag,279480,655202,279699,655421,f,0,220,590,180,0.67,0.82,0,0
Frag,279478,655198,279701,655421,f,0,224,606,184,0.68,0.82,0,0
Frag,279481,655199,279703,655421,f,0,223,602,183,0.67,0.82,0,0
Frag,279479,655195,279705,655421,f,0,227,594,184,0.65,0.81,0,0
Frag,279479,655193,279707,655421,f,0,229,602,186,0.66,0.81,0,0
Frag,279479,655191,279709,655421,f,0,231,610,188,0.66,0.81,0,0
Frag,279479,655189,279712,655422,f,0,234,622,191,0.66,0.82,0,0
Frag,279479,655187,279711,655419,f,0,233,618,190,0.66,0.82,0,0
Frag,279480,655186,279714,655420,f,0,235,626,192,0.67,0.82,0,0
Frag,279479,655183,279714,655418,f,0,236,622,192,0.66,0.81,0,0
Frag,279479,655181,279714,655416,f,0,236,614,191,0.65,0.81,0,0
Frag,279479,655179,279714,655414,f,0,236,622,192,0.66,0.81,0,0
Frag,279479,655177,279714,655412,f,0,236,614,191,0.65,0.81,0,0
Frag,279479,655175,279725,655421,f,0,247,626,198,0.63,0.80,0,0
Frag,279479,655173,279726,655420,f,0,248,622,198,0.63,0.80,0,0
Frag,279480,655172,279726,655418,f,0,247,618,197,0.63,0.80,0,0
Frag,279479,655169,279726,655416,f,0,248,630,199,0.64,0.80,0,0
Frag,279479,655167,279726,655414,f,0,248,630,199,0.64,0.80,0,0
Frag,279479,655165,279726,655412,f,0,248,614,197,0.62,0.79,0,0
Frag,279479,655163,279726,655410,f,0,248,614,197,0.62,0.79,0,0
Frag,279479,655161,279726,655408,f,0,248,614,197,0.62,0.79,0,0
Frag,279480,655160,279726,655406,f,0,247,642,200,0.65,0.81,0,0
Frag,279479,655157,279726,655404,f,0,248,622,198,0.63,0.80,0,0
Frag,279479,655155,279726,655402,f,0,248,614,197,0.62,0.79,0,0
