All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : atr_e4.fasta
SeqY filename        : atr_e5.fasta
SeqX name            : atr_e4
SeqY name            : atr_e5
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 22518545
Tot Hits (seeds) used: 22516491
Total fragments      : 111
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,55849,684167,56145,684463,f,0,297,1020,276,0.86,0.93,0,0
Frag,100374,684167,100585,684378,f,0,212,680,191,0.80,0.90,0,0
Frag,100585,684374,100790,684579,f,0,206,680,188,0.83,0.91,0,0
Frag,248130,774223,248338,774431,f,0,209,660,187,0.79,0.89,0,0
Frag,220448,683911,220695,684158,f,0,248,584,197,0.59,0.79,0,0
Frag,220703,684158,220937,684392,f,0,235,716,207,0.76,0.88,0,0
Frag,160496,588460,160730,588694,f,0,235,756,212,0.80,0.90,0,0
Frag,160867,588776,161087,588996,f,0,221,732,202,0.83,0.91,0,0
Frag,18398,438258,18804,438664,f,0,407,1268,362,0.78,0.89,0,0
Frag,32585,415014,32832,415261,f,0,248,760,219,0.77,0.88,0,0
Frag,222981,579964,223249,580232,f,0,269,884,245,0.82,0.91,0,0
Frag,222983,559558,223312,559887,f,0,330,1048,296,0.79,0.90,0,0
Frag,107246,416983,107540,417277,f,0,295,1004,273,0.85,0.93,0,0
Frag,331998,627622,332214,627838,f,0,217,684,194,0.79,0.89,0,0
Frag,433639,707529,433844,707734,f,0,206,600,178,0.73,0.86,0,0
Frag,629622,900038,629870,900286,f,0,249,844,230,0.85,0.92,0,0
Frag,221938,438358,222179,438599,f,0,242,728,212,0.75,0.88,0,0
Frag,688858,899659,689210,900011,f,0,353,1076,311,0.76,0.88,0,0
Frag,689230,900010,689463,900243,f,0,234,816,219,0.87,0.94,0,0
Frag,700249,900024,700511,900286,f,0,263,908,245,0.86,0.93,0,0
Frag,699927,899659,700245,899977,f,0,319,972,281,0.76,0.88,0,0
Frag,392027,588797,392337,589107,f,0,311,1076,290,0.86,0.93,0,0
Frag,160478,352757,160770,353049,f,0,293,1012,273,0.86,0.93,0,0
Frag,393041,579966,393246,580171,f,0,206,576,175,0.70,0.85,0,0
Frag,393040,559557,393251,559768,f,0,212,568,177,0.67,0.83,0,0
Frag,284175,438284,284375,438484,f,0,201,608,176,0.76,0.88,0,0
Frag,278581,417085,278811,417315,f,0,231,804,216,0.87,0.94,0,0
Frag,13866,139200,14071,139405,f,0,206,624,181,0.76,0.88,0,0
Frag,63319,174581,63532,174794,f,0,214,768,203,0.90,0.95,0,0
Frag,160615,257482,160887,257754,f,0,273,836,241,0.77,0.88,0,0
Frag,813270,900024,813528,900282,f,0,259,852,236,0.82,0.91,0,0
Frag,918542,997862,918844,998164,f,0,303,988,275,0.82,0.91,0,0
Frag,433558,416886,433926,417254,f,0,369,1244,340,0.84,0.92,0,0
Frag,940976,916669,941229,916922,f,0,254,528,193,0.52,0.76,0,0
Frag,186409,151929,186617,152137,f,0,209,764,200,0.91,0.96,0,0
Frag,194109,147680,195290,148861,f,0,1182,4360,1136,0.92,0.96,0,0
Frag,193599,146671,193981,147053,f,0,383,1420,369,0.93,0.96,0,0
Frag,108400,32262,108644,32506,f,0,245,676,207,0.69,0.84,0,0
Frag,160801,73464,161087,73750,f,0,287,972,265,0.85,0.92,0,0
Frag,415877,314290,416279,314692,f,0,403,1300,364,0.81,0.90,0,0
Frag,415205,312097,415417,312309,f,0,213,756,201,0.89,0.94,0,0
Frag,952733,848827,953047,849141,f,0,315,1076,292,0.85,0.93,0,0
Frag,186053,41302,186255,41504,f,0,203,756,196,0.93,0.97,0,0
Frag,222982,45433,223314,45765,f,0,333,972,288,0.73,0.86,0,0
Frag,312140,53367,312422,53649,f,0,283,964,262,0.85,0.93,0,0
Frag,357066,53831,357334,54099,f,0,269,972,256,0.90,0.95,0,0
Frag,356524,53287,357071,53834,f,0,548,2032,528,0.93,0.96,0,0
Frag,437061,122376,437343,122658,f,0,283,748,235,0.66,0.83,0,0
Frag,391721,73246,391932,73457,f,0,212,712,195,0.84,0.92,0,0
Frag,392027,73551,392240,73764,f,0,214,728,198,0.85,0.93,0,0
Frag,393041,45434,393246,45639,f,0,206,696,190,0.84,0.92,0,0
Frag,433558,74711,433786,74939,f,0,229,748,208,0.82,0.91,0,0
Frag,441799,74567,442043,74811,f,0,245,788,221,0.80,0.90,0,0
Frag,415931,37439,416212,37720,f,0,282,544,209,0.48,0.74,0,0
Frag,434344,55601,434578,55835,f,0,235,916,232,0.97,0.99,0,0
Frag,441799,22459,442008,22668,f,0,210,704,193,0.84,0.92,0,0
Frag,434378,13748,434578,13948,f,0,201,764,196,0.95,0.98,0,0
Frag,21127,74939,21432,74634,r,0,306,984,276,0.80,0.90,0,0
Frag,108248,22667,108456,22459,r,0,209,652,186,0.78,0.89,0,0
Frag,99907,47925,100138,47694,r,0,232,840,221,0.91,0.95,0,0
Frag,98525,54421,98846,54100,r,0,322,1192,310,0.93,0.96,0,0
Frag,97309,58304,97511,58102,r,0,203,740,194,0.91,0.96,0,0
Frag,142918,48086,143119,47885,r,0,202,736,193,0.91,0.96,0,0
Frag,141650,54380,141930,54100,r,0,281,988,264,0.88,0.94,0,0
Frag,186053,38920,186253,38720,r,0,201,724,191,0.90,0.95,0,0
Frag,23614,239532,23833,239313,r,0,220,784,208,0.89,0.95,0,0
Frag,222984,45765,223315,45434,r,0,332,1088,302,0.82,0.91,0,0
Frag,198117,73271,198326,73062,r,0,210,784,203,0.93,0.97,0,0
Frag,160883,258091,161087,257887,r,0,205,676,187,0.82,0.91,0,0
Frag,160478,258499,160724,258253,r,0,247,804,224,0.81,0.91,0,0
Frag,20942,417299,21435,416806,r,0,494,1592,446,0.81,0.90,0,0
Frag,393039,45768,393246,45561,r,0,208,584,177,0.70,0.85,0,0
Frag,419276,37671,419497,37450,r,0,222,608,187,0.68,0.84,0,0
Frag,95508,417277,95777,417008,r,0,270,896,247,0.83,0.91,0,0
Frag,107809,417405,108243,416971,r,0,435,1476,402,0.85,0.92,0,0
Frag,229170,314744,229396,314518,r,0,227,756,208,0.83,0.92,0,0
Frag,239210,312312,239431,312091,r,0,222,744,204,0.84,0.92,0,0
Frag,18405,591959,18831,591533,r,0,427,1372,385,0.80,0.90,0,0
Frag,392027,258086,392333,257780,r,0,307,1036,283,0.84,0.92,0,0
Frag,441799,231876,442004,231671,r,0,206,672,187,0.82,0.91,0,0
Frag,160675,521567,161087,521155,r,0,413,1372,378,0.83,0.92,0,0
Frag,21069,707734,21274,707529,r,0,206,576,175,0.70,0.85,0,0
Frag,419338,314513,419597,314254,r,0,260,568,201,0.55,0.77,0,0
Frag,420337,314485,420568,314254,r,0,232,472,175,0.51,0.75,0,0
Frag,334821,417265,335099,416987,r,0,279,900,252,0.81,0.90,0,0
Frag,222986,559887,223321,559552,r,0,336,944,286,0.70,0.85,0,0
Frag,198068,588619,198318,588369,r,0,251,932,242,0.93,0.96,0,0
Frag,223050,580231,223318,579963,r,0,269,740,227,0.69,0.84,0,0
Frag,221941,591863,222179,591625,r,0,239,724,210,0.76,0.88,0,0
Frag,107732,708043,108065,707710,r,0,334,1160,312,0.87,0.93,0,0
Frag,108042,707734,108243,707533,r,0,202,672,185,0.83,0.92,0,0
Frag,55849,774435,56074,774210,r,0,226,728,204,0.81,0.90,0,0
Frag,55440,774853,55676,774617,r,0,237,772,215,0.81,0.91,0,0
Frag,421528,413168,421790,412906,r,0,263,764,227,0.73,0.86,0,0
Frag,284175,591940,284375,591740,r,0,201,580,173,0.72,0.86,0,0
Frag,391814,521567,392333,521048,r,0,520,1304,423,0.63,0.81,0,0
Frag,247888,684605,248098,684395,r,0,211,748,199,0.89,0.94,0,0
Frag,393044,559887,393246,559685,r,0,203,644,182,0.79,0.90,0,0
Frag,220484,774655,220695,774444,r,0,212,768,202,0.91,0.95,0,0
