All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : alb_e2.fasta
SeqY filename        : gam_e4.fasta
SeqX name            : alb_e2
SeqY name            : gam_e4
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 29115998
Tot Hits (seeds) used: 29115305
Total fragments      : 57
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,4136,756583,4660,757107,f,0,525,964,383,0.46,0.73,0,0
Frag,4136,751960,4774,752598,f,0,639,1092,456,0.43,0.71,0,0
Frag,14750,754160,15040,754450,f,0,291,500,208,0.43,0.71,0,0
Frag,13655,752631,13975,752951,f,0,321,540,228,0.42,0.71,0,0
Frag,22417,757920,22624,758127,f,0,208,360,149,0.43,0.72,0,0
Frag,310777,941764,311120,942107,f,0,344,672,256,0.49,0.74,0,0
Frag,310777,826366,311120,826709,f,0,344,760,267,0.55,0.78,0,0
Frag,310777,806103,311120,806446,f,0,344,680,257,0.49,0.75,0,0
Frag,310282,805497,310563,805778,f,0,282,680,226,0.60,0.80,0,0
Frag,309697,794685,310112,795100,f,0,416,880,318,0.53,0.76,0,0
Frag,309865,422948,310114,423197,f,0,250,576,197,0.58,0.79,0,0
Frag,308988,422052,309216,422280,f,0,229,468,173,0.51,0.76,0,0
Frag,792384,896939,792775,897330,f,0,392,848,302,0.54,0.77,0,0
Frag,792114,896468,792342,896696,f,0,229,524,180,0.57,0.79,0,0
Frag,791011,880256,791406,880651,f,0,396,728,289,0.46,0.73,0,0
Frag,788770,851037,788977,851244,f,0,208,456,161,0.55,0.77,0,0
Frag,310824,285791,311120,286087,f,0,297,572,220,0.48,0.74,0,0
Frag,310777,277099,311120,277442,f,0,344,696,259,0.51,0.75,0,0
Frag,834758,781154,835028,781424,f,0,271,644,216,0.59,0.80,0,0
Frag,833325,777903,833665,778243,f,0,341,804,271,0.59,0.79,0,0
Frag,858797,742512,859472,743187,f,0,676,1584,536,0.59,0.79,0,0
Frag,856834,733083,857313,733562,f,0,480,1288,401,0.67,0.84,0,0
Frag,855688,707862,856003,708177,f,0,316,736,250,0.58,0.79,0,0
Frag,852060,699721,852291,699952,f,0,232,544,184,0.59,0.79,0,0
Frag,310777,151521,311120,151864,f,0,344,744,265,0.54,0.77,0,0
Frag,310324,150959,310563,151198,f,0,240,616,197,0.64,0.82,0,0
Frag,735124,518522,735331,518729,f,0,208,400,154,0.48,0.74,0,0
Frag,802916,544108,803289,544481,f,0,374,856,294,0.57,0.79,0,0
Frag,310777,38308,311120,38651,f,0,344,736,264,0.53,0.77,0,0
Frag,310123,37545,310563,37985,f,0,441,1084,356,0.61,0.81,0,0
Frag,589153,113764,589427,114038,f,0,275,620,215,0.56,0.78,0,0
Frag,624077,107540,624676,108139,f,0,600,1224,453,0.51,0.76,0,0
Frag,735124,167267,735411,167554,f,0,288,536,211,0.47,0.73,0,0
Frag,786830,213515,787050,213735,f,0,221,452,167,0.51,0.76,0,0
Frag,785870,204899,786144,205173,f,0,275,556,207,0.51,0.75,0,0
Frag,786426,205229,786759,205562,f,0,334,592,241,0.44,0.72,0,0
Frag,308988,58225,309216,57997,r,0,229,460,172,0.50,0.75,0,0
Frag,310777,167599,311120,167256,r,0,344,696,259,0.51,0.75,0,0
Frag,310354,168490,310563,168281,r,0,210,544,173,0.65,0.82,0,0
Frag,735124,38640,735411,38353,r,0,288,568,215,0.49,0.75,0,0
Frag,310906,518725,311120,518511,r,0,215,436,162,0.51,0.75,0,0
Frag,735124,151853,735411,151566,r,0,288,560,214,0.49,0.74,0,0
Frag,735124,277431,735411,277144,r,0,288,544,212,0.47,0.74,0,0
Frag,735124,286076,735409,285791,r,0,286,536,210,0.47,0.73,0,0
Frag,816131,346522,816336,346317,r,0,206,512,167,0.62,0.81,0,0
Frag,808076,446101,808629,445548,r,0,554,1120,417,0.51,0.75,0,0
Frag,308988,949573,309202,949359,r,0,215,372,154,0.43,0.72,0,0
Frag,735124,806435,735411,806148,r,0,288,536,211,0.47,0.73,0,0
Frag,565906,988608,567095,987419,r,0,1190,2688,931,0.56,0.78,0,0
Frag,735124,826698,735411,826411,r,0,288,568,215,0.49,0.75,0,0
