All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : atr_e2.fasta
SeqY filename        : gam_e4.fasta
SeqX name            : atr_e2
SeqY name            : gam_e4
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 30018102
Tot Hits (seeds) used: 30017784
Total fragments      : 18
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,145144,941905,145448,942209,f,0,305,700,240,0.57,0.79,0,0
Frag,145144,826507,145448,826811,f,0,305,772,249,0.63,0.82,0,0
Frag,145144,806244,145448,806548,f,0,305,708,241,0.58,0.79,0,0
Frag,145145,285886,145448,286189,f,0,304,744,245,0.61,0.81,0,0
Frag,145145,277241,145448,277544,f,0,304,736,244,0.61,0.80,0,0
Frag,15150,88993,15591,89434,f,0,442,984,344,0.56,0.78,0,0
Frag,16772,90182,17237,90647,f,0,466,1272,392,0.68,0.84,0,0
Frag,17253,90657,17481,90885,f,0,229,596,189,0.65,0.83,0,0
Frag,17665,90884,18310,91529,f,0,646,1552,517,0.60,0.80,0,0
Frag,145144,151662,145448,151966,f,0,305,740,245,0.61,0.80,0,0
Frag,166725,89180,166979,89434,f,0,255,644,208,0.63,0.82,0,0
Frag,145144,38449,145448,38753,f,0,305,740,245,0.61,0.80,0,0
Frag,145144,167458,145448,167154,r,0,305,740,245,0.61,0.80,0,0
Frag,145233,308147,145448,307932,r,0,216,488,169,0.56,0.78,0,0
Frag,145144,518713,145448,518409,r,0,305,740,245,0.61,0.80,0,0
Frag,88247,768136,88448,767935,r,0,202,488,162,0.60,0.80,0,0
