All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : gam_e1.fasta
SeqY filename        : gam_e4.fasta
SeqX name            : gam_e1
SeqY name            : gam_e4
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 31032086
Tot Hits (seeds) used: 31024520
Total fragments      : 1362
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,17466,655218,17669,655421,f,0,204,424,155,0.52,0.76,0,0
Frag,17464,655210,17675,655421,f,0,212,440,161,0.52,0.76,0,0
Frag,17464,655208,17677,655421,f,0,214,472,166,0.55,0.78,0,0
Frag,17461,655201,17681,655421,f,0,221,460,168,0.52,0.76,0,0
Frag,17464,655202,17683,655421,f,0,220,488,171,0.55,0.78,0,0
Frag,17465,655199,17687,655421,f,0,223,460,169,0.52,0.76,0,0
Frag,17464,655196,17689,655421,f,0,226,496,175,0.55,0.77,0,0
Frag,17464,655192,17693,655421,f,0,230,472,174,0.51,0.76,0,0
Frag,17464,655190,17695,655421,f,0,232,512,180,0.55,0.78,0,0
Frag,17464,655186,17699,655421,f,0,236,488,179,0.52,0.76,0,0
Frag,17466,655186,17701,655421,f,0,236,520,183,0.55,0.78,0,0
Frag,17464,655180,17705,655421,f,0,242,504,184,0.52,0.76,0,0
Frag,17464,655178,17707,655421,f,0,244,536,189,0.55,0.77,0,0
Frag,17461,655171,17711,655421,f,0,251,524,191,0.52,0.76,0,0
Frag,17464,655172,17713,655421,f,0,250,552,194,0.55,0.78,0,0
Frag,17464,655168,17717,655421,f,0,254,528,193,0.52,0.76,0,0
Frag,17464,655166,17719,655421,f,0,256,568,199,0.55,0.78,0,0
Frag,17461,655159,17723,655421,f,0,263,548,200,0.52,0.76,0,0
Frag,17464,655160,17725,655421,f,0,262,584,204,0.56,0.78,0,0
Frag,17464,655156,17729,655421,f,0,266,552,202,0.52,0.76,0,0
Frag,17464,655154,17731,655421,f,0,268,600,209,0.56,0.78,0,0
Frag,17461,655147,17735,655421,f,0,275,572,209,0.52,0.76,0,0
Frag,17464,655148,17737,655421,f,0,274,616,214,0.56,0.78,0,0
Frag,17464,655144,17741,655421,f,0,278,576,211,0.52,0.76,0,0
Frag,17464,655142,17743,655421,f,0,280,632,219,0.56,0.78,0,0
Frag,17464,655138,17747,655421,f,0,284,592,216,0.52,0.76,0,0
Frag,17466,655138,17749,655421,f,0,284,640,222,0.56,0.78,0,0
Frag,17464,655132,17753,655421,f,0,290,608,221,0.52,0.76,0,0
Frag,17464,655130,17755,655421,f,0,292,656,228,0.56,0.78,0,0
Frag,17464,655126,17759,655421,f,0,296,624,226,0.53,0.76,0,0
Frag,17466,655126,17761,655421,f,0,296,664,231,0.56,0.78,0,0
Frag,17464,655120,17765,655421,f,0,302,640,231,0.53,0.76,0,0
Frag,17464,655118,17767,655421,f,0,304,680,237,0.56,0.78,0,0
Frag,17464,655114,17771,655421,f,0,308,656,236,0.53,0.77,0,0
Frag,17465,655113,17773,655421,f,0,309,692,241,0.56,0.78,0,0
Frag,17470,655114,17777,655421,f,0,308,656,236,0.53,0.77,0,0
Frag,17464,655106,17779,655421,f,0,316,704,246,0.56,0.78,0,0
Frag,17464,655102,17783,655421,f,0,320,664,243,0.52,0.76,0,0
Frag,17464,655100,17785,655421,f,0,322,712,250,0.55,0.78,0,0
Frag,17464,655096,17789,655421,f,0,326,680,248,0.52,0.76,0,0
Frag,17466,655096,17791,655421,f,0,326,720,253,0.55,0.78,0,0
Frag,17464,655090,17795,655421,f,0,332,696,253,0.52,0.76,0,0
Frag,17464,655088,17795,655419,f,0,332,728,257,0.55,0.77,0,0
Frag,17461,655081,17795,655415,f,0,335,692,254,0.52,0.76,0,0
Frag,17464,655082,17795,655413,f,0,332,720,256,0.54,0.77,0,0
Frag,17466,655082,17795,655411,f,0,330,664,248,0.50,0.75,0,0
Frag,17464,655078,17795,655409,f,0,332,680,251,0.51,0.76,0,0
Frag,17464,655076,17795,655407,f,0,332,720,256,0.54,0.77,0,0
Frag,17464,655074,17795,655405,f,0,332,664,249,0.50,0.75,0,0
Frag,17461,655069,17795,655403,f,0,335,684,253,0.51,0.76,0,0
Frag,17464,655070,17795,655401,f,0,332,720,256,0.54,0.77,0,0
Frag,17466,655070,17795,655399,f,0,330,656,247,0.50,0.75,0,0
Frag,17464,655066,17795,655397,f,0,332,672,250,0.51,0.75,0,0
Frag,17464,655064,17795,655395,f,0,332,720,256,0.54,0.77,0,0
Frag,17461,655059,17792,655390,f,0,332,664,249,0.50,0.75,0,0
Frag,17464,655060,17795,655391,f,0,332,680,251,0.51,0.76,0,0
Frag,17466,655060,17795,655389,f,0,330,704,253,0.53,0.77,0,0
Frag,17464,655056,17795,655387,f,0,332,656,248,0.49,0.75,0,0
Frag,17464,655054,17795,655385,f,0,332,680,251,0.51,0.76,0,0
Frag,17464,655052,17795,655383,f,0,332,704,254,0.53,0.77,0,0
Frag,17464,655050,17795,655381,f,0,332,656,248,0.49,0.75,0,0
Frag,17464,655048,17796,655380,f,0,333,680,251,0.51,0.75,0,0
Frag,17464,655046,17792,655374,f,0,329,708,253,0.54,0.77,0,0
Frag,17464,655044,17795,655375,f,0,332,664,249,0.50,0.75,0,0
Frag,17464,655040,17795,655371,f,0,332,712,255,0.54,0.77,0,0
Frag,17464,655038,17795,655369,f,0,332,664,249,0.50,0.75,0,0
Frag,17457,655027,17795,655365,f,0,339,724,260,0.53,0.77,0,0
Frag,17466,655034,17795,655363,f,0,330,656,247,0.50,0.75,0,0
Frag,17469,655033,17795,655359,f,0,327,708,252,0.54,0.77,0,0
Frag,17472,655034,17795,655357,f,0,324,640,242,0.49,0.75,0,0
Frag,17475,655033,17795,655353,f,0,321,692,247,0.54,0.77,0,0
Frag,17478,655034,17792,655348,f,0,315,628,236,0.50,0.75,0,0
Frag,17481,655033,17795,655347,f,0,315,676,242,0.54,0.77,0,0
Frag,17484,655034,17795,655345,f,0,312,616,233,0.49,0.75,0,0
Frag,17487,655033,17795,655341,f,0,309,660,237,0.53,0.77,0,0
Frag,17490,655034,17792,655336,f,0,303,604,227,0.50,0.75,0,0
Frag,17493,655033,17792,655332,f,0,300,648,231,0.54,0.77,0,0
Frag,17496,655034,17796,655334,f,0,301,604,226,0.50,0.75,0,0
Frag,17499,655033,17786,655320,f,0,288,640,224,0.56,0.78,0,0
Frag,17502,655034,17795,655327,f,0,294,592,221,0.50,0.75,0,0
Frag,17505,655033,17792,655320,f,0,288,640,224,0.56,0.78,0,0
Frag,17508,655034,17791,655317,f,0,284,584,215,0.51,0.76,0,0
Frag,17511,655033,17796,655318,f,0,286,640,223,0.56,0.78,0,0
Frag,17514,655034,17795,655315,f,0,282,576,213,0.51,0.76,0,0
Frag,17517,655033,17795,655311,f,0,279,620,217,0.56,0.78,0,0
Frag,17520,655034,17791,655305,f,0,272,568,207,0.52,0.76,0,0
Frag,17523,655033,17795,655305,f,0,273,612,213,0.56,0.78,0,0
Frag,17526,655034,17795,655303,f,0,270,560,205,0.52,0.76,0,0
Frag,17529,655033,17795,655299,f,0,267,596,208,0.56,0.78,0,0
Frag,17532,655034,17795,655297,f,0,264,544,200,0.52,0.76,0,0
Frag,17535,655033,17795,655293,f,0,261,588,204,0.56,0.78,0,0
Frag,17538,655034,17795,655291,f,0,258,528,195,0.51,0.76,0,0
Frag,17541,655033,17795,655287,f,0,255,572,199,0.56,0.78,0,0
Frag,17544,655034,17795,655285,f,0,252,512,190,0.51,0.75,0,0
Frag,17547,655033,17795,655281,f,0,249,564,195,0.57,0.78,0,0
Frag,17550,655034,17795,655279,f,0,246,496,185,0.50,0.75,0,0
Frag,17553,655033,17795,655275,f,0,243,548,190,0.56,0.78,0,0
Frag,17556,655034,17795,655273,f,0,240,480,180,0.50,0.75,0,0
Frag,17559,655033,17796,655270,f,0,238,532,185,0.56,0.78,0,0
Frag,17562,655034,17792,655264,f,0,231,468,174,0.51,0.75,0,0
Frag,17568,655034,17795,655261,f,0,228,456,171,0.50,0.75,0,0
