All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : alb_e1.fasta
SeqY filename        : gam_e1.fasta
SeqX name            : alb_e1
SeqY name            : gam_e1
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 51688066
Tot Hits (seeds) used: 51687114
Total fragments      : 78
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,748259,494707,749014,495462,f,0,756,2352,672,0.78,0.89,0,0
Frag,749229,495648,749455,495874,f,0,227,604,189,0.67,0.83,0,0
Frag,740160,482128,740557,482525,f,0,398,1296,361,0.81,0.91,0,0
Frag,740856,482788,741129,483061,f,0,274,880,247,0.80,0.90,0,0
Frag,600779,232672,600980,232873,f,0,202,496,163,0.61,0.81,0,0
Frag,598464,230237,600099,231872,f,0,1636,4632,1397,0.71,0.85,0,0
Frag,600193,231963,600519,232289,f,0,327,876,273,0.67,0.83,0,0
Frag,597603,229364,598336,230097,f,0,734,1920,607,0.65,0.83,0,0
Frag,588766,219646,589430,220310,f,0,665,1780,555,0.67,0.83,0,0
Frag,588107,218967,588706,219566,f,0,600,1744,518,0.73,0.86,0,0
Frag,591294,222006,591892,222604,f,0,599,1540,492,0.64,0.82,0,0
Frag,584890,215060,585146,215316,f,0,257,756,223,0.74,0.87,0,0
Frag,584105,214263,584345,214503,f,0,241,668,204,0.69,0.85,0,0
Frag,584418,214571,584622,214775,f,0,205,564,173,0.69,0.84,0,0
Frag,423563,390879,423786,390656,r,0,224,384,160,0.43,0.71,0,0
Frag,423539,390909,423744,390704,r,0,206,352,147,0.43,0.71,0,0
Frag,423539,390927,423743,390723,r,0,205,380,150,0.46,0.73,0,0
Frag,423563,390915,423765,390713,r,0,203,420,154,0.52,0.76,0,0
Frag,423566,390915,423797,390684,r,0,232,376,163,0.41,0.70,0,0
Frag,423572,390927,423797,390702,r,0,226,408,164,0.45,0.73,0,0
Frag,423571,390943,423799,390715,r,0,229,468,173,0.51,0.76,0,0
Frag,423592,390943,423799,390736,r,0,208,384,152,0.46,0.73,0,0
Frag,423503,391428,423718,391213,r,0,216,368,154,0.43,0.71,0,0
Frag,423502,391435,423724,391213,r,0,223,404,162,0.45,0.73,0,0
