All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : atr_e4.fasta
SeqY filename        : gam_e1.fasta
SeqX name            : atr_e4
SeqY name            : gam_e1
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 26597254
Tot Hits (seeds) used: 26594209
Total fragments      : 349
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,379638,391927,379844,392133,f,0,207,340,146,0.41,0.71,0,0
Frag,379636,391922,379848,392134,f,0,213,364,152,0.43,0.71,0,0
Frag,379636,391919,379850,392133,f,0,215,364,153,0.42,0.71,0,0
Frag,379645,391916,379879,392150,f,0,235,380,165,0.40,0.70,0,0
Frag,379648,391916,379882,392150,f,0,235,404,168,0.43,0.71,0,0
Frag,379665,391927,379888,392150,f,0,224,368,158,0.41,0.71,0,0
Frag,379660,391895,379895,392130,f,0,236,392,167,0.42,0.71,0,0
Frag,379668,391894,379922,392148,f,0,255,412,179,0.40,0.70,0,0
Frag,379672,391895,379925,392148,f,0,254,408,178,0.40,0.70,0,0
Frag,379686,391894,379940,392148,f,0,255,420,180,0.41,0.71,0,0
Frag,379660,391829,379940,392109,f,0,281,492,202,0.44,0.72,0,0
Frag,379657,391823,379942,392108,f,0,286,464,201,0.41,0.70,0,0
Frag,379681,391826,379988,392133,f,0,308,504,217,0.41,0.70,0,0
Frag,379635,391351,379895,391611,f,0,261,420,183,0.40,0.70,0,0
Frag,379635,391315,379931,391611,f,0,297,476,208,0.40,0.70,0,0
Frag,379636,391274,379937,391575,f,0,302,488,212,0.40,0.70,0,0
Frag,379635,391270,379863,391498,f,0,229,452,171,0.49,0.75,0,0
Frag,379636,391265,379875,391504,f,0,240,472,179,0.49,0.75,0,0
Frag,379636,391262,379848,391474,f,0,213,436,161,0.51,0.76,0,0
Frag,379635,391246,379893,391504,f,0,259,500,192,0.48,0.74,0,0
Frag,379635,391234,380006,391605,f,0,372,600,261,0.40,0.70,0,0
Frag,379636,391214,379920,391498,f,0,285,612,219,0.54,0.77,0,0
Frag,379639,391214,379923,391498,f,0,285,572,214,0.50,0.75,0,0
Frag,379645,391214,380021,391590,f,0,377,604,264,0.40,0.70,0,0
Frag,379651,391214,379934,391497,f,0,284,560,212,0.49,0.75,0,0
Frag,379659,391216,379941,391498,f,0,283,636,221,0.56,0.78,0,0
Frag,379660,391214,379940,391494,f,0,281,588,214,0.52,0.76,0,0
Frag,379657,391208,379942,391493,f,0,286,592,217,0.52,0.76,0,0
Frag,379666,391214,379926,391474,f,0,261,580,203,0.56,0.78,0,0
Frag,379668,391213,379995,391540,f,0,328,560,234,0.43,0.71,0,0
Frag,379678,391220,379931,391473,f,0,254,568,198,0.56,0.78,0,0
Frag,379678,391217,379934,391473,f,0,257,636,208,0.62,0.81,0,0
Frag,379678,391214,379937,391473,f,0,260,584,203,0.56,0.78,0,0
Frag,379681,391214,380015,391548,f,0,335,636,247,0.47,0.74,0,0
Frag,379674,391204,380061,391591,f,0,388,632,273,0.41,0.70,0,0
Frag,379686,391213,379942,391469,f,0,257,596,203,0.58,0.79,0,0
Frag,379690,391214,379923,391447,f,0,234,576,189,0.62,0.81,0,0
Frag,379641,391162,379925,391446,f,0,285,620,220,0.54,0.77,0,0
Frag,379641,391162,380020,391541,f,0,380,620,267,0.41,0.70,0,0
Frag,379696,391214,379929,391447,f,0,234,584,190,0.62,0.81,0,0
Frag,379698,391213,379931,391446,f,0,234,576,189,0.62,0.81,0,0
Frag,379692,391204,379934,391446,f,0,243,604,197,0.62,0.81,0,0
Frag,379704,391213,379937,391446,f,0,234,560,187,0.60,0.80,0,0
Frag,379707,391213,380019,391525,f,0,313,572,228,0.46,0.73,0,0
Frag,379645,391148,380033,391536,f,0,389,636,274,0.41,0.70,0,0
Frag,379632,391129,379940,391437,f,0,309,604,230,0.49,0.74,0,0
Frag,379719,391213,380004,391498,f,0,286,608,219,0.53,0.77,0,0
Frag,379722,391213,380008,391499,f,0,287,564,214,0.49,0.75,0,0
Frag,379725,391213,379940,391428,f,0,216,552,177,0.64,0.82,0,0
Frag,379728,391213,379942,391427,f,0,215,524,173,0.61,0.80,0,0
Frag,379731,391213,380006,391488,f,0,276,568,209,0.51,0.76,0,0
Frag,379734,391213,379994,391473,f,0,261,548,199,0.52,0.76,0,0
Frag,379737,391213,379969,391445,f,0,233,532,183,0.57,0.79,0,0
Frag,379740,391213,380024,391497,f,0,285,572,214,0.50,0.75,0,0
Frag,379743,391213,380024,391494,f,0,282,576,213,0.51,0.76,0,0
Frag,379681,391148,380024,391491,f,0,344,560,242,0.41,0.70,0,0
Frag,379749,391213,380006,391470,f,0,258,520,194,0.50,0.75,0,0
Frag,379681,391142,379986,391447,f,0,306,568,224,0.46,0.73,0,0
Frag,379755,391213,379988,391446,f,0,234,536,184,0.57,0.79,0,0
Frag,379759,391214,379991,391446,f,0,233,500,179,0.54,0.77,0,0
Frag,379698,391141,380024,391467,f,0,327,556,233,0.43,0.71,0,0
Frag,379701,391141,380034,391474,f,0,334,552,236,0.41,0.71,0,0
Frag,379704,391141,380007,391444,f,0,304,552,221,0.45,0.73,0,0
Frag,379707,391141,380007,391441,f,0,301,500,213,0.42,0.71,0,0
Frag,379782,391213,380041,391472,f,0,260,504,193,0.48,0.74,0,0
Frag,379798,391214,380031,391447,f,0,234,456,174,0.49,0.74,0,0
Frag,379806,391213,380024,391431,f,0,219,404,160,0.46,0.73,0,0
Frag,379636,390716,379847,390927,f,0,212,480,166,0.57,0.78,0,0
Frag,379636,390713,379850,390927,f,0,215,452,164,0.53,0.76,0,0
Frag,379639,390713,379853,390927,f,0,215,476,167,0.55,0.78,0,0
Frag,379644,390712,379859,390927,f,0,216,464,166,0.54,0.77,0,0
Frag,379651,390713,379880,390942,f,0,230,496,177,0.54,0.77,0,0
Frag,379660,390716,379886,390942,f,0,227,516,178,0.57,0.78,0,0
Frag,379660,390713,379889,390942,f,0,230,488,176,0.53,0.77,0,0
Frag,379652,390702,379892,390942,f,0,241,508,184,0.53,0.76,0,0
Frag,379666,390713,379895,390942,f,0,230,496,177,0.54,0.77,0,0
Frag,379660,390704,379896,390940,f,0,237,484,179,0.51,0.76,0,0
Frag,379672,390713,379901,390942,f,0,230,472,174,0.51,0.76,0,0
Frag,379658,390696,379904,390942,f,0,247,500,186,0.51,0.75,0,0
Frag,379678,390713,379907,390942,f,0,230,504,178,0.55,0.77,0,0
Frag,379681,390713,379910,390942,f,0,230,528,181,0.57,0.79,0,0
Frag,379684,390713,379912,390941,f,0,229,492,176,0.54,0.77,0,0
Frag,379687,390713,379916,390942,f,0,230,496,177,0.54,0.77,0,0
Frag,379636,390659,379920,390943,f,0,285,500,205,0.44,0.72,0,0
Frag,379682,390702,379923,390943,f,0,242,504,184,0.52,0.76,0,0
Frag,379639,390656,379925,390942,f,0,287,500,206,0.44,0.72,0,0
Frag,379699,390713,379929,390943,f,0,231,468,174,0.51,0.75,0,0
Frag,379702,390713,379917,390928,f,0,216,464,166,0.54,0.77,0,0
Frag,379705,390713,379934,390942,f,0,230,440,170,0.48,0.74,0,0
Frag,379697,390702,379937,390942,f,0,241,452,177,0.47,0.73,0,0
Frag,379660,390662,379941,390943,f,0,282,488,202,0.43,0.72,0,0
Frag,379703,390702,379940,390939,f,0,238,456,176,0.48,0.74,0,0
