All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : gam_e1.fasta
SeqY filename        : gam_e2.fasta
SeqX name            : gam_e1
SeqY name            : gam_e2
SeqX length          : 1000000
SeqY length          : 1000000
Min.fragment.length  : 200
Min.Identity         : 40
Tot Hits (seeds)     : 32507039
Tot Hits (seeds) used: 32502538
Total fragments      : 686
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,870893,926152,871106,926365,f,0,214,384,155,0.45,0.72,0,0
Frag,870895,926152,871106,926363,f,0,212,400,156,0.47,0.74,0,0
Frag,870899,926152,871106,926359,f,0,208,392,153,0.47,0.74,0,0
Frag,870901,926152,871106,926357,f,0,206,392,152,0.48,0.74,0,0
Frag,870907,926152,871107,926352,f,0,201,388,149,0.48,0.74,0,0
Frag,398933,387561,399137,387765,f,0,205,332,144,0.40,0.70,0,0
Frag,870892,819396,871093,819597,f,0,202,368,147,0.46,0.73,0,0
Frag,870892,819394,871095,819597,f,0,204,376,149,0.46,0.73,0,0
Frag,870892,819392,871097,819597,f,0,206,376,150,0.46,0.73,0,0
Frag,870892,819390,871099,819597,f,0,208,392,153,0.47,0.74,0,0
Frag,870892,819388,871101,819597,f,0,210,392,154,0.47,0.73,0,0
Frag,870892,819386,871103,819597,f,0,212,400,156,0.47,0.74,0,0
Frag,870892,819384,871106,819598,f,0,215,412,159,0.48,0.74,0,0
Frag,870892,819382,871105,819595,f,0,214,424,160,0.50,0.75,0,0
Frag,870892,819380,871093,819581,f,0,202,416,153,0.51,0.76,0,0
Frag,870892,819378,871095,819581,f,0,204,416,154,0.51,0.75,0,0
Frag,870892,819376,871097,819581,f,0,206,432,157,0.52,0.76,0,0
Frag,870892,819374,871099,819581,f,0,208,440,159,0.53,0.76,0,0
Frag,870892,819372,871101,819581,f,0,210,448,161,0.53,0.77,0,0
Frag,870892,819370,871106,819584,f,0,215,452,164,0.53,0.76,0,0
Frag,870892,819368,871106,819582,f,0,215,452,164,0.53,0.76,0,0
Frag,870892,819366,871095,819569,f,0,204,464,160,0.57,0.78,0,0
Frag,870892,819364,871106,819578,f,0,215,468,166,0.54,0.77,0,0
Frag,870892,819362,871106,819576,f,0,215,484,168,0.56,0.78,0,0
Frag,870892,819360,871101,819569,f,0,210,480,165,0.57,0.79,0,0
Frag,870892,819358,871103,819569,f,0,212,488,167,0.58,0.79,0,0
Frag,870892,819356,871107,819571,f,0,216,504,171,0.58,0.79,0,0
Frag,870892,819354,871102,819564,f,0,211,508,169,0.60,0.80,0,0
Frag,870892,819352,871103,819563,f,0,212,504,169,0.59,0.80,0,0
Frag,870892,819350,871103,819561,f,0,212,504,169,0.59,0.80,0,0
Frag,870892,819348,871101,819557,f,0,210,512,169,0.61,0.80,0,0
Frag,870892,819346,871103,819557,f,0,212,512,170,0.60,0.80,0,0
Frag,870892,819344,871106,819558,f,0,215,516,172,0.60,0.80,0,0
Frag,870892,819342,871103,819553,f,0,212,520,171,0.61,0.81,0,0
Frag,870892,819340,871106,819554,f,0,215,524,173,0.61,0.80,0,0
Frag,870892,819338,871095,819541,f,0,204,528,168,0.65,0.82,0,0
Frag,870892,819336,871106,819550,f,0,215,540,175,0.63,0.81,0,0
Frag,870892,819334,871106,819548,f,0,215,548,176,0.64,0.82,0,0
Frag,870892,819332,871101,819541,f,0,210,552,174,0.66,0.83,0,0
Frag,870892,819330,871103,819541,f,0,212,560,176,0.66,0.83,0,0
Frag,870892,819328,871107,819543,f,0,216,568,179,0.66,0.83,0,0
Frag,870892,819326,871102,819536,f,0,211,572,177,0.68,0.84,0,0
Frag,870892,819324,871103,819535,f,0,212,576,178,0.68,0.84,0,0
Frag,870892,819322,871103,819533,f,0,212,584,179,0.69,0.84,0,0
Frag,870892,819320,871101,819529,f,0,210,576,177,0.69,0.84,0,0
Frag,870892,819318,871103,819529,f,0,212,584,179,0.69,0.84,0,0
Frag,870892,819316,871106,819530,f,0,215,588,181,0.68,0.84,0,0
Frag,870892,819314,871103,819525,f,0,212,600,181,0.71,0.85,0,0
Frag,870894,819314,871106,819526,f,0,213,588,180,0.69,0.85,0,0
Frag,870896,819314,871103,819521,f,0,208,584,177,0.70,0.85,0,0
Frag,870898,819314,871106,819522,f,0,209,588,178,0.70,0.85,0,0
Frag,870893,819307,871099,819513,f,0,207,588,177,0.71,0.86,0,0
Frag,870895,819307,871106,819518,f,0,212,592,180,0.70,0.85,0,0
Frag,870897,819307,871103,819513,f,0,207,588,177,0.71,0.86,0,0
Frag,870899,819307,871106,819514,f,0,208,584,177,0.70,0.85,0,0
Frag,870901,819307,871103,819509,f,0,203,572,173,0.70,0.85,0,0
Frag,29597,299554,29798,299353,r,0,202,376,148,0.47,0.73,0,0
Frag,29600,299553,29800,299353,r,0,201,396,150,0.49,0.75,0,0
Frag,29596,299559,29802,299353,r,0,207,356,148,0.43,0.71,0,0
Frag,29596,299561,29804,299353,r,0,209,380,152,0.45,0.73,0,0
Frag,29596,299563,29806,299353,r,0,211,420,158,0.50,0.75,0,0
Frag,29596,299565,29808,299353,r,0,213,364,152,0.43,0.71,0,0
Frag,29597,299566,29810,299353,r,0,214,400,157,0.47,0.73,0,0
Frag,29600,299565,29812,299353,r,0,213,436,161,0.51,0.76,0,0
Frag,29596,299571,29814,299353,r,0,219,380,157,0.43,0.72,0,0
Frag,29597,299572,29816,299353,r,0,220,432,164,0.49,0.75,0,0
Frag,29600,299571,29818,299353,r,0,219,436,164,0.50,0.75,0,0
Frag,29596,299577,29820,299353,r,0,225,396,162,0.44,0.72,0,0
Frag,29596,299579,29822,299353,r,0,227,436,168,0.48,0.74,0,0
Frag,29596,299581,29824,299353,r,0,229,460,172,0.50,0.75,0,0
Frag,29596,299583,29826,299353,r,0,231,420,168,0.45,0.73,0,0
Frag,29596,299585,29828,299353,r,0,233,460,174,0.49,0.75,0,0
Frag,29596,299587,29830,299353,r,0,235,484,178,0.51,0.76,0,0
Frag,29596,299589,29832,299353,r,0,237,444,174,0.47,0.73,0,0
Frag,29597,299590,29834,299353,r,0,238,496,181,0.52,0.76,0,0
Frag,29600,299589,29836,299353,r,0,237,484,179,0.51,0.76,0,0
Frag,29596,299595,29838,299353,r,0,243,460,179,0.47,0.74,0,0
Frag,29597,299596,29840,299353,r,0,244,496,184,0.51,0.75,0,0
Frag,29600,299595,29842,299353,r,0,243,500,184,0.51,0.76,0,0
Frag,29596,299601,29844,299353,r,0,249,492,186,0.49,0.75,0,0
