All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : atr_e2.fasta
SeqY filename        : gam_e2.fasta
SeqX name            : e2
SeqY name            : e2
SeqX length          : 58368459
SeqY length          : 61545105
Min.fragment.length  : 200
Min.Identity         : 65
Tot Hits (seeds)     : 363086
Tot Hits (seeds) used: 358574
Total fragments      : 1883
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,6679160,61374474,6679402,61374716,f,0,243,820,224,0.84,0.92,0,0
Frag,6679162,60617429,6679398,60617665,f,0,237,916,233,0.97,0.98,0,0
Frag,6679161,59282731,6679402,59282972,f,0,242,912,235,0.94,0.97,0,0
Frag,6679160,59271204,6679402,59271446,f,0,243,900,234,0.93,0.96,0,0
Frag,9095024,50569947,9095294,50570217,f,0,271,748,229,0.69,0.85,0,0
Frag,9095495,50570320,9095821,50570646,f,0,327,1188,312,0.91,0.95,0,0
Frag,9120017,50594445,9120521,50594949,f,0,505,1684,463,0.83,0.92,0,0
Frag,9046724,50520635,9047125,50521036,f,0,402,1400,376,0.87,0.94,0,0
Frag,9145035,50616975,9145326,50617266,f,0,292,800,246,0.68,0.84,0,0
Frag,9140159,50611697,9140536,50612074,f,0,378,1192,338,0.79,0.89,0,0
Frag,9140890,50612275,9141124,50612509,f,0,235,860,225,0.91,0.96,0,0
Frag,9022751,50492097,9023254,50492600,f,0,504,1688,463,0.84,0.92,0,0
Frag,9245790,50707638,9246507,50708355,f,0,718,2256,641,0.79,0.89,0,0
Frag,9250043,50711865,9250656,50712478,f,0,614,1616,509,0.66,0.83,0,0
Frag,9251102,50712909,9251606,50713413,f,0,505,1460,435,0.72,0.86,0,0
Frag,9233880,50690675,9234318,50691113,f,0,439,1340,387,0.76,0.88,0,0
Frag,9229951,50686375,9230661,50687085,f,0,711,2020,608,0.71,0.86,0,0
Frag,9202379,50649807,9202832,50650260,f,0,454,1440,407,0.79,0.90,0,0
Frag,8990013,50429998,8990220,50430205,f,0,208,696,191,0.84,0.92,0,0
Frag,8987420,50424453,8987995,50425028,f,0,576,1544,481,0.67,0.84,0,0
Frag,8946798,50350573,8947065,50350840,f,0,268,856,241,0.80,0.90,0,0
Frag,8946798,50343917,8947065,50344184,f,0,268,856,241,0.80,0.90,0,0
Frag,9058220,50448637,9058675,50449092,f,0,456,1432,407,0.79,0.89,0,0
Frag,9058822,50449217,9059173,50449568,f,0,352,1152,320,0.82,0.91,0,0
Frag,3248747,33810241,3249189,33810683,f,0,443,1436,401,0.81,0.91,0,0
Frag,3245665,33807147,3245906,33807388,f,0,242,776,218,0.80,0.90,0,0
Frag,3246871,33808348,3247096,33808573,f,0,226,680,198,0.75,0.88,0,0
Frag,3248231,33809700,3248681,33810150,f,0,451,1404,401,0.78,0.89,0,0
Frag,3247177,33808638,3247380,33808841,f,0,204,696,189,0.85,0.93,0,0
Frag,3245665,33789213,3245894,33789442,f,0,230,768,211,0.83,0.92,0,0
Frag,3246871,33790416,3247095,33790640,f,0,225,676,197,0.75,0.88,0,0
Frag,3247177,33790707,3247380,33790910,f,0,204,696,189,0.85,0.93,0,0
Frag,3230919,33772210,3231150,33772441,f,0,232,760,211,0.82,0.91,0,0
Frag,3229191,33770301,3229416,33770526,f,0,226,648,194,0.72,0.86,0,0
Frag,3205083,33735135,3205595,33735647,f,0,513,1612,458,0.79,0.89,0,0
Frag,3171114,33681803,3171420,33682109,f,0,307,924,269,0.75,0.88,0,0
Frag,3171623,33682306,3172495,33683178,f,0,873,2388,735,0.68,0.84,0,0
Frag,3158236,33665873,3158632,33666269,f,0,397,1396,373,0.88,0.94,0,0
Frag,17788916,47831449,17789887,47832420,f,0,972,2544,804,0.65,0.83,0,0
Frag,23313329,51676580,23314299,51677550,f,0,971,2948,854,0.76,0.88,0,0
Frag,23436225,51792015,23436595,51792385,f,0,371,980,308,0.66,0.83,0,0
Frag,23435429,51791201,23436256,51792028,f,0,828,2544,732,0.77,0.88,0,0
Frag,23434339,51790102,23435371,51791134,f,0,1033,3276,926,0.79,0.90,0,0
Frag,23345996,51701125,23346225,51701354,f,0,230,704,203,0.77,0.88,0,0
Frag,23344843,51699957,23345493,51700607,f,0,651,1876,560,0.72,0.86,0,0
Frag,23510735,51856067,23511299,51856631,f,0,565,1628,486,0.72,0.86,0,0
Frag,23435429,51765543,23436256,51766370,f,0,828,2536,731,0.77,0.88,0,0
Frag,23327442,51642753,23329427,51644738,f,0,1986,6760,1838,0.85,0.93,0,0
Frag,23332456,51647596,23333182,51648322,f,0,727,2212,640,0.76,0.88,0,0
Frag,23331764,51646902,23332372,51647510,f,0,609,1708,518,0.70,0.85,0,0
Frag,23333617,51648617,23334171,51649171,f,0,555,1724,493,0.78,0.89,0,0
Frag,23334164,51649152,23335420,51650408,f,0,1257,3644,1084,0.72,0.86,0,0
Frag,23189890,51494781,23190168,51495059,f,0,279,916,254,0.82,0.91,0,0
Frag,23147225,51414390,23147809,51414974,f,0,585,1692,504,0.72,0.86,0,0
Frag,23170510,51432061,23170876,51432427,f,0,367,1164,329,0.79,0.90,0,0
Frag,23120354,51371959,23120560,51372165,f,0,207,588,177,0.71,0.86,0,0
Frag,23016684,51261301,23017032,51261649,f,0,349,1100,312,0.79,0.89,0,0
Frag,23016684,51252317,23017032,51252665,f,0,349,1108,313,0.79,0.90,0,0
Frag,23010131,51245497,23010433,51245799,f,0,303,940,269,0.78,0.89,0,0
Frag,9458459,37525785,9458799,37526125,f,0,341,996,295,0.73,0.87,0,0
Frag,9460295,37527539,9461145,37528389,f,0,851,2468,734,0.73,0.86,0,0
Frag,9461486,37528473,9462397,37529384,f,0,912,2720,796,0.75,0.87,0,0
Frag,9630714,37691484,9630970,37691740,f,0,257,740,221,0.72,0.86,0,0
Frag,9624739,37685207,9625248,37685716,f,0,510,1368,426,0.67,0.84,0,0
Frag,9610733,37670667,9611074,37671008,f,0,342,1192,320,0.87,0.94,0,0
Frag,9610100,37670032,9610385,37670317,f,0,286,1024,271,0.90,0.95,0,0
Frag,9611451,37671158,9611662,37671369,f,0,212,696,193,0.82,0.91,0,0
Frag,7473950,32863572,7474251,32863873,f,0,302,888,262,0.74,0.87,0,0
Frag,7491186,32880055,7491601,32880470,f,0,416,1344,376,0.81,0.90,0,0
Frag,7492563,32881371,7492990,32881798,f,0,428,1280,374,0.75,0.87,0,0
Frag,7518902,32905061,7519319,32905478,f,0,418,1504,397,0.90,0.95,0,0
Frag,7519384,32905531,7519812,32905959,f,0,429,1412,391,0.82,0.91,0,0
Frag,7509044,32894691,7509290,32894937,f,0,247,892,235,0.90,0.95,0,0
Frag,7508438,32894018,7508648,32894228,f,0,211,732,197,0.87,0.93,0,0
Frag,7380999,32741982,7381566,32742549,f,0,568,1664,492,0.73,0.87,0,0
Frag,7376528,32736739,7376757,32736968,f,0,230,872,224,0.95,0.97,0,0
Frag,7378054,32738012,7378553,32738511,f,0,500,1592,449,0.80,0.90,0,0
Frag,7343374,32677876,7343623,32678125,f,0,250,832,229,0.83,0.92,0,0
Frag,33123756,56137723,33124003,56137970,f,0,248,760,219,0.77,0.88,0,0
Frag,33129659,56142568,33129859,56142768,f,0,201,764,196,0.95,0.98,0,0
Frag,33684833,56684656,33685637,56685460,f,0,805,2100,665,0.65,0.83,0,0
Frag,33579587,56565305,33579788,56565506,f,0,202,632,180,0.78,0.89,0,0
Frag,33513662,56495450,33513928,56495716,f,0,267,820,236,0.77,0.88,0,0
Frag,33503337,56483651,33503597,56483911,f,0,261,708,219,0.68,0.84,0,0
Frag,33024327,56002635,33025609,56003917,f,0,1283,3860,1124,0.75,0.88,0,0
Frag,33413925,56374103,33414166,56374344,f,0,242,688,207,0.71,0.86,0,0
Frag,33413288,56373459,33413863,56374034,f,0,576,1608,489,0.70,0.85,0,0
Frag,33406851,56365848,33407278,56366275,f,0,428,1144,357,0.67,0.83,0,0
Frag,33382426,56340647,33383355,56341576,f,0,930,2944,833,0.79,0.90,0,0
Frag,33383396,56341599,33383795,56341998,f,0,400,1056,332,0.66,0.83,0,0
Frag,32773069,55712143,32773325,55712399,f,0,257,764,224,0.74,0.87,0,0
Frag,32785286,55723987,32786323,55725024,f,0,1038,3072,903,0.74,0.87,0,0
Frag,32735966,55667654,32736468,55668156,f,0,503,1396,426,0.69,0.85,0,0
Frag,32762859,55693458,32763932,55694531,f,0,1074,3304,950,0.77,0.88,0,0
Frag,32747986,55677234,32748538,55677786,f,0,553,1788,500,0.81,0.90,0,0
Frag,32644383,55566543,32644875,55567035,f,0,493,1492,433,0.76,0.88,0,0
Frag,32675448,55595295,32675893,55595740,f,0,446,1424,401,0.80,0.90,0,0
Frag,32679649,55599032,32680457,55599840,f,0,809,2372,701,0.73,0.87,0,0
Frag,32679305,55598683,32679583,55598961,f,0,279,796,239,0.71,0.86,0,0
Frag,32686417,55604706,32686640,55604929,f,0,224,696,199,0.78,0.89,0,0
Frag,32899113,55809278,32899490,55809655,f,0,378,1096,326,0.72,0.86,0,0
Frag,32960182,55869596,32960698,55870112,f,0,517,1604,459,0.78,0.89,0,0
Frag,32969517,55878406,32969777,55878666,f,0,261,748,224,0.72,0.86,0,0
Frag,32538576,54579389,32538814,54579627,f,0,239,748,213,0.78,0.89,0,0
Frag,25256987,47234681,25257540,47235234,f,0,554,1504,465,0.68,0.84,0,0
Frag,25251248,47228885,25251595,47229232,f,0,348,1072,308,0.77,0.89,0,0
Frag,25250555,47228187,25250824,47228456,f,0,270,728,226,0.67,0.84,0,0
Frag,25361482,47318548,25361688,47318754,f,0,207,652,185,0.79,0.89,0,0
Frag,25651844,47601507,25652419,47602082,f,0,576,1776,510,0.77,0.89,0,0
Frag,25652537,47602148,25653425,47603036,f,0,889,2548,763,0.72,0.86,0,0
Frag,25803683,47748407,25803885,47748609,f,0,203,540,169,0.67,0.83,0,0
Frag,25804115,47748815,25804957,47749657,f,0,843,2820,774,0.84,0.92,0,0
Frag,25805868,47750536,25806162,47750830,f,0,295,940,265,0.80,0.90,0,0
Frag,25805359,47750024,25805814,47750479,f,0,456,1592,427,0.87,0.94,0,0
Frag,25808141,47752782,25808808,47753449,f,0,668,1896,571,0.71,0.85,0,0
Frag,25816792,47761080,25817758,47762046,f,0,967,2972,855,0.77,0.88,0,0
Frag,25821723,47765693,25821958,47765928,f,0,236,760,213,0.81,0.90,0,0
Frag,25458177,47402134,25458844,47402801,f,0,668,1744,552,0.65,0.83,0,0
Frag,25465282,47408287,25465510,47408515,f,0,229,732,206,0.80,0.90,0,0
Frag,25466054,47409030,25466437,47409413,f,0,384,1216,344,0.79,0.90,0,0
Frag,25788988,47730378,25789242,47730632,f,0,255,940,245,0.92,0.96,0,0
Frag,25778684,47718252,25778972,47718540,f,0,289,1044,275,0.90,0.95,0,0
Frag,25536736,47475851,25537029,47476144,f,0,294,776,244,0.66,0.83,0,0
Frag,25529655,47467669,25531089,47469103,f,0,1435,3844,1198,0.67,0.83,0,0
Frag,25888038,47808070,25889605,47809637,f,0,1568,4792,1383,0.76,0.88,0,0
Frag,25629038,47541000,25629262,47541224,f,0,225,700,200,0.78,0.89,0,0
Frag,25640041,47551980,25640470,47552409,f,0,430,1368,386,0.80,0.90,0,0
Frag,12143119,33310280,12143372,33310533,f,0,254,864,235,0.85,0.93,0,0
Frag,12223700,33386793,12224792,33387885,f,0,1093,3732,1013,0.85,0.93,0,0
Frag,12223235,33386326,12223642,33386733,f,0,408,1440,384,0.88,0.94,0,0
Frag,12218129,33381049,12218523,33381443,f,0,395,1180,345,0.75,0.87,0,0
Frag,36340312,55099620,36340628,55099936,f,0,317,828,262,0.65,0.83,0,0
Frag,36313426,55060646,36314263,55061483,f,0,838,2512,733,0.75,0.87,0,0
Frag,36319587,55066445,36319923,55066781,f,0,337,1196,318,0.89,0.94,0,0
Frag,36330732,55077070,36331331,55077669,f,0,600,1784,523,0.74,0.87,0,0
Frag,36331425,55077736,36332293,55078604,f,0,869,2372,731,0.68,0.84,0,0
Frag,36029229,54775465,36029612,54775848,f,0,384,1328,358,0.86,0.93,0,0
Frag,36072647,54817481,36072890,54817724,f,0,244,760,217,0.78,0.89,0,0
Frag,36071621,54816444,36072580,54817403,f,0,960,3160,875,0.82,0.91,0,0
Frag,36073371,54818083,36074030,54818742,f,0,660,2192,604,0.83,0.92,0,0
Frag,36108384,54850158,36108601,54850375,f,0,218,656,191,0.75,0.88,0,0
Frag,36107219,54848962,36107506,54849249,f,0,288,776,241,0.67,0.84,0,0
Frag,36085269,54825043,36085729,54825503,f,0,461,1220,383,0.66,0.83,0,0
Frag,36098586,54835897,36099342,54836653,f,0,757,2052,635,0.68,0.84,0,0
Frag,35960025,54693428,35960475,54693878,f,0,451,1188,374,0.66,0.83,0,0
Frag,35952132,54681543,35953112,54682523,f,0,981,2892,852,0.74,0.87,0,0
Frag,35948962,54678221,35949400,54678659,f,0,439,1348,388,0.77,0.88,0,0
Frag,36248623,54972473,36248857,54972707,f,0,235,740,210,0.79,0.89,0,0
Frag,6679161,23899476,6679402,23899717,f,0,242,896,233,0.93,0.96,0,0
Frag,38474421,54240031,38474984,54240594,f,0,564,1728,498,0.77,0.88,0,0
Frag,38473593,54239176,38474041,54239624,f,0,449,1180,372,0.66,0.83,0,0
Frag,6739206,20956733,6739558,20957085,f,0,353,1108,315,0.78,0.89,0,0
Frag,6757662,20971839,6758350,20972527,f,0,689,2164,615,0.79,0.89,0,0
Frag,6756383,20970551,6757412,20971580,f,0,1030,3208,916,0.78,0.89,0,0
Frag,6767712,20981643,6768024,20981955,f,0,313,980,279,0.78,0.89,0,0
Frag,6768392,20982320,6768669,20982597,f,0,278,784,237,0.71,0.85,0,0
Frag,6767024,20980934,6767361,20981271,f,0,338,1056,301,0.78,0.89,0,0
Frag,6780044,20992791,6780269,20993016,f,0,226,632,192,0.70,0.85,0,0
Frag,6831516,21020950,6832421,21021855,f,0,906,2408,754,0.66,0.83,0,0
Frag,6827086,21016475,6827481,21016870,f,0,396,1264,356,0.80,0.90,0,0
Frag,6844429,21027238,6844631,21027440,f,0,203,700,189,0.86,0.93,0,0
Frag,6845655,21028402,6845965,21028712,f,0,311,908,269,0.73,0.86,0,0
Frag,6838539,21020950,6839444,21021855,f,0,906,2408,754,0.66,0.83,0,0
Frag,6847678,21030011,6847930,21030263,f,0,253,708,215,0.70,0.85,0,0
Frag,6854736,21036457,6855293,21037014,f,0,558,1528,470,0.68,0.84,0,0
Frag,6858359,21039788,6858691,21040120,f,0,333,980,289,0.74,0.87,0,0
Frag,7045342,21199700,7045598,21199956,f,0,257,676,213,0.66,0.83,0,0
Frag,7072997,21223458,7073425,21223886,f,0,429,1412,391,0.82,0.91,0,0
Frag,7071763,21222184,7072932,21223353,f,0,1170,3696,1047,0.79,0.89,0,0
Frag,7164988,21310016,7165215,21310243,f,0,228,648,195,0.71,0.86,0,0
Frag,12760936,25889222,12761162,25889448,f,0,227,748,207,0.82,0.91,0,0
Frag,12761670,25889885,12761911,25890126,f,0,242,728,212,0.75,0.88,0,0
Frag,37251707,49755980,37252068,49756341,f,0,362,1088,317,0.75,0.88,0,0
Frag,18253431,30627425,18254248,30628242,f,0,818,2448,715,0.75,0.87,0,0
Frag,21631104,33995961,21632063,33996920,f,0,960,2992,854,0.78,0.89,0,0
Frag,21660339,34024703,21661036,34025400,f,0,698,1832,578,0.66,0.83,0,0
Frag,21659740,34024095,21660268,34024623,f,0,529,1708,478,0.81,0.90,0,0
Frag,21661274,34025627,21661928,34026281,f,0,655,1796,552,0.69,0.84,0,0
Frag,21662284,34026624,21662996,34027336,f,0,713,1996,606,0.70,0.85,0,0
Frag,21492511,33854882,21492941,33855312,f,0,431,1412,392,0.82,0.91,0,0
Frag,21492202,33854547,21492423,33854768,f,0,222,728,202,0.82,0.91,0,0
Frag,21493004,33855306,21493564,33855866,f,0,561,1700,493,0.76,0.88,0,0
Frag,21529193,33889948,21529700,33890455,f,0,508,1552,448,0.76,0.88,0,0
Frag,21526367,33886860,21526582,33887075,f,0,216,672,192,0.78,0.89,0,0
Frag,21525445,33885929,21526104,33886588,f,0,660,2096,592,0.79,0.90,0,0
Frag,21466827,33826408,21468323,33827904,f,0,1497,4244,1279,0.71,0.85,0,0
Frag,22703124,35058432,22703664,35058972,f,0,541,1788,494,0.83,0.91,0,0
Frag,22702258,35057550,22702472,35057764,f,0,215,660,190,0.77,0.88,0,0
Frag,22701475,35056706,22701692,35056923,f,0,218,696,196,0.80,0.90,0,0
Frag,22502534,34856574,22503296,34857336,f,0,763,2476,691,0.81,0.91,0,0
