All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : alb_e1.fasta
SeqY filename        : gam_e1.fasta
SeqX name            : e1
SeqY name            : e1
SeqX length          : 12318379
SeqY length          : 24393108
Min.fragment.length  : 200
Min.Identity         : 65
Tot Hits (seeds)     : 830226
Tot Hits (seeds) used: 828369
Total fragments      : 834
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,300545,18943670,300758,18943883,f,0,214,656,189,0.77,0.88,0,0
Frag,293161,18934673,293367,18934879,f,0,207,684,189,0.83,0.91,0,0
Frag,288069,18926157,288701,18926789,f,0,633,1820,544,0.72,0.86,0,0
Frag,4504356,22776494,4504588,22776726,f,0,233,612,193,0.66,0.83,0,0
Frag,721219,17504106,721493,17504380,f,0,275,892,249,0.81,0.91,0,0
Frag,5193968,21924493,5194179,21924704,f,0,212,568,177,0.67,0.83,0,0
Frag,3386810,19057780,3387076,19058046,f,0,267,708,222,0.66,0.83,0,0
Frag,4869478,19834198,4870233,19834953,f,0,756,2240,658,0.74,0.87,0,0
Frag,1551969,16177131,1552778,16177940,f,0,810,2352,699,0.73,0.86,0,0
Frag,5191201,19777374,5191436,19777609,f,0,236,624,196,0.66,0.83,0,0
Frag,5193931,19777391,5194154,19777614,f,0,224,584,185,0.65,0.83,0,0
Frag,5193929,19777386,5194160,19777617,f,0,232,624,194,0.67,0.84,0,0
Frag,5193941,19777395,5194163,19777617,f,0,223,580,184,0.65,0.83,0,0
Frag,5193950,19777398,5194164,19777612,f,0,215,628,186,0.73,0.87,0,0
Frag,5193950,19777395,5194169,19777614,f,0,220,624,188,0.71,0.85,0,0
Frag,5193954,19777393,5194178,19777617,f,0,225,612,189,0.68,0.84,0,0
Frag,5193953,19777386,5194181,19777614,f,0,229,604,190,0.66,0.83,0,0
Frag,5193955,19777385,5194184,19777614,f,0,230,624,193,0.68,0.84,0,0
Frag,5193975,19777393,5194188,19777606,f,0,214,664,190,0.78,0.89,0,0
Frag,5193971,19777374,5194188,19777591,f,0,218,568,180,0.65,0.83,0,0
Frag,5193993,19777393,5194207,19777607,f,0,215,596,182,0.69,0.85,0,0
Frag,1710299,15862119,1710622,15862442,f,0,324,896,274,0.69,0.85,0,0
Frag,521234,14669593,521441,14669800,f,0,208,654,182,0.79,0.88,0,0
Frag,521234,14669590,521440,14669796,f,0,207,658,182,0.79,0.88,0,0
Frag,521234,14669587,521449,14669802,f,0,216,662,187,0.77,0.87,0,0
Frag,521216,14669557,521426,14669767,f,0,211,722,192,0.86,0.91,0,0
Frag,521225,14669563,521429,14669767,f,0,205,714,188,0.87,0.92,0,0
Frag,521248,14669571,521473,14669796,f,0,226,710,198,0.79,0.88,0,0
Frag,521275,14669571,521493,14669789,f,0,219,594,180,0.68,0.82,0,0
Frag,1908630,15537873,1909144,15538387,f,0,515,1436,437,0.70,0.85,0,0
Frag,2967777,16256666,2968936,16257825,f,0,1160,3616,1032,0.78,0.89,0,0
Frag,2966043,16254786,2966510,16255253,f,0,468,1384,407,0.74,0.87,0,0
Frag,2964333,16252477,2964578,16252722,f,0,246,672,207,0.68,0.84,0,0
Frag,2964843,16252969,2965978,16254104,f,0,1136,3408,994,0.75,0.88,0,0
Frag,3363969,15576623,3364191,15576845,f,0,223,708,200,0.79,0.90,0,0
Frag,1977875,13861343,1978223,13861691,f,0,349,908,288,0.65,0.83,0,0
Frag,4930108,16803929,4930621,16804442,f,0,514,1608,458,0.78,0.89,0,0
Frag,4938387,16812045,4938673,16812331,f,0,287,916,258,0.80,0.90,0,0
Frag,521221,12329543,521422,12329744,f,0,202,710,186,0.88,0.92,0,0
Frag,521232,12329545,521432,12329745,f,0,201,750,190,0.93,0.95,0,0
Frag,521234,12329544,521434,12329744,f,0,201,742,189,0.92,0.94,0,0
Frag,521234,12329541,521434,12329741,f,0,201,742,189,0.92,0.94,0,0
Frag,521234,12329538,521434,12329738,f,0,201,742,189,0.92,0.94,0,0
Frag,521237,12329538,521443,12329744,f,0,207,738,192,0.89,0.93,0,0
Frag,521240,12329538,521443,12329741,f,0,204,726,189,0.89,0.93,0,0
Frag,521243,12329538,521443,12329738,f,0,201,714,186,0.89,0.93,0,0
