All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : alb_e1.fasta
SeqY filename        : atr_e1.fasta
SeqX name            : e1
SeqY name            : e1
SeqX length          : 12318379
SeqY length          : 16091211
Min.fragment.length  : 200
Min.Identity         : 65
Tot Hits (seeds)     : 732928
Tot Hits (seeds) used: 732536
Total fragments      : 181
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,343906,15722456,344141,15722691,f,0,236,672,202,0.71,0.86,0,0
Frag,5147182,15528674,5147397,15528889,f,0,216,576,180,0.67,0.83,0,0
Frag,5130405,15489027,5130824,15489446,f,0,420,1256,367,0.75,0.87,0,0
Frag,5130908,15489529,5131503,15490124,f,0,596,1696,510,0.71,0.86,0,0
Frag,5131496,15490096,5131908,15490508,f,0,413,1324,372,0.80,0.90,0,0
Frag,5134835,15493387,5135514,15494066,f,0,680,2008,591,0.74,0.87,0,0
Frag,5136613,15495132,5136987,15495506,f,0,375,1052,319,0.70,0.85,0,0
Frag,5084472,15394951,5084772,15395251,f,0,301,1004,276,0.83,0.92,0,0
Frag,6552053,16031317,6552426,16031690,f,0,374,1008,313,0.67,0.84,0,0
Frag,8065991,16005189,8066328,16005526,f,0,338,952,288,0.70,0.85,0,0
Frag,8076547,15983745,8077264,15984462,f,0,718,1928,600,0.67,0.84,0,0
Frag,8071189,15975344,8071514,15975669,f,0,326,1104,301,0.85,0.92,0,0
Frag,1621442,8448683,1622051,8449292,f,0,610,2056,562,0.84,0.92,0,0
Frag,1622539,8449755,1622823,8450039,f,0,285,876,252,0.77,0.88,0,0
Frag,1608472,8426180,1609273,8426981,f,0,802,2344,694,0.73,0.87,0,0
Frag,1607784,8425486,1608461,8426163,f,0,678,1944,582,0.72,0.86,0,0
Frag,1605323,8421923,1605528,8422128,f,0,206,568,174,0.69,0.84,0,0
Frag,1589724,8392996,1589979,8393251,f,0,256,832,232,0.81,0.91,0,0
Frag,722933,7445344,723476,7445887,f,0,544,1424,450,0.65,0.83,0,0
Frag,9275238,15544961,9275504,15545227,f,0,267,924,249,0.87,0.93,0,0
Frag,10474918,15845531,10475226,15845839,f,0,309,980,277,0.79,0.90,0,0
Frag,4613532,7899189,4613894,7899551,f,0,363,1172,328,0.81,0.90,0,0
Frag,4606377,7891653,4606789,7892065,f,0,413,1236,361,0.75,0.87,0,0
Frag,4611445,7896346,4611998,7896899,f,0,554,1760,497,0.79,0.90,0,0
Frag,4487907,7669424,4488309,7669826,f,0,403,1268,360,0.79,0.89,0,0
Frag,4484387,7662033,4484852,7662498,f,0,466,1592,432,0.85,0.93,0,0
Frag,4478426,7651982,4478678,7652234,f,0,253,820,229,0.81,0.91,0,0
Frag,4475982,7628303,4476248,7628569,f,0,267,924,249,0.87,0.93,0,0
Frag,2350202,5208789,2350429,5209016,f,0,228,680,199,0.75,0.87,0,0
Frag,2349269,5205575,2349595,5205901,f,0,327,1092,300,0.83,0.92,0,0
Frag,2322868,5167864,2323207,5168203,f,0,340,1072,304,0.79,0.89,0,0
Frag,2323212,5168115,2323484,5168387,f,0,273,852,243,0.78,0.89,0,0
Frag,1669837,3542327,1670289,3542779,f,0,453,1220,379,0.67,0.84,0,0
Frag,6313000,7864263,6313635,7864898,f,0,636,1792,542,0.70,0.85,0,0
Frag,6764032,8209296,6764242,8209506,f,0,211,708,194,0.84,0.92,0,0
Frag,6730290,8148035,6730702,8148447,f,0,413,1268,365,0.77,0.88,0,0
Frag,6707811,8090431,6708377,8090997,f,0,567,1924,524,0.85,0.92,0,0
Frag,6706302,8088913,6706572,8089183,f,0,271,876,245,0.81,0.90,0,0
Frag,7453875,8835637,7454491,8836253,f,0,617,2052,565,0.83,0.92,0,0
Frag,7983972,8695953,7984180,8696161,f,0,209,620,182,0.74,0.87,0,0
Frag,2079368,2681498,2079796,2681926,f,0,429,1156,359,0.67,0.84,0,0
Frag,2072500,2670472,2072932,2670904,f,0,433,1236,371,0.71,0.86,0,0
Frag,4561223,5126512,4561463,5126752,f,0,241,796,220,0.83,0.91,0,0
Frag,4544134,5100985,4544453,5101304,f,0,320,880,270,0.69,0.84,0,0
Frag,4537397,5090025,4537599,5090227,f,0,203,596,176,0.73,0.87,0,0
Frag,3317842,3823045,3318958,3824161,f,0,1117,3404,984,0.76,0.88,0,0
Frag,3256227,3723860,3257014,3724647,f,0,788,2160,664,0.69,0.84,0,0
Frag,3257115,3724718,3258001,3725604,f,0,887,2316,733,0.65,0.83,0,0
Frag,3258011,3725599,3258227,3725815,f,0,217,620,186,0.71,0.86,0,0
